,scientific_name,park_name,observations,category,common_names,conservation_status
21879,Physalis angulata,Yellowstone National Park,248,Vascular Plant,"Angular Ground-Cherry, Cut-Leaf Ground-Cherry",
21880,Ligusticum canbyi,Yosemite National Park,164,Vascular Plant,"Canby's Licorice-Root, Canby's Lovage",
21881,Capsella bursa-pastoris,Yellowstone National Park,270,Vascular Plant,"Common Shepherd's Purse, Shepherd's Purse",
21882,Pseudognaphalium obtusifolium ssp. obtusifolium,Yosemite National Park,154,Vascular Plant,Rabbittobacco,
21883,Listera caurina,Yosemite National Park,125,Vascular Plant,Northwestern Twayblade,
21884,Wyethia angustifolia,Yosemite National Park,194,Vascular Plant,California Compassplant,
21885,Toxicodendron radicans ssp. radicans,Bryce National Park,77,Vascular Plant,Eastern Poison Ivy,
21886,Eupatorium rotundifolium var. rotundifolium,Yellowstone National Park,261,Vascular Plant,Roundleaf Thoroughwort,
21887,Carex mariposana,Yosemite National Park,175,Vascular Plant,Mariposa Sedge,
21888,Eriophorum viridicarinatum,Yellowstone National Park,305,Vascular Plant,"Tassel Cotton-Grass, Thinleaf Cottonsedge",
21889,Campylium hispidulum,Yellowstone National Park,272,Nonvascular Plant,Hispid Campylium Moss,
21890,Symphoricarpos oreophilus var. utahensis,Yellowstone National Park,256,Vascular Plant,Utah Snowberry,
21891,Sparganium androcladum,Bryce National Park,103,Vascular Plant,"Branching Bur-Reed, Bur-Reed",
21892,Lonicera interrupta,Bryce National Park,95,Vascular Plant,Chaparral Honeysuckle,
21893,Dichanthelium sphaerocarpon,Bryce National Park,102,Vascular Plant,Roundfruit Panic Grass,
21894,Ceryle alcyon,Yellowstone National Park,231,Bird,Belted Kingfisher,
21895,Aplodontia rufa californica,Great Smoky Mountains National Park,57,Mammal,Sierra Nevada Mountain Beaver,Species of Concern
21896,Glaucidium gnoma,Bryce National Park,84,Bird,"Mountain Pygmy Owl, Northern Pygmy-Owl",
21897,Gymnostomum aeruginosum,Yellowstone National Park,252,Nonvascular Plant,Gymnostomum Moss,
21898,Lepidium perfoliatum,Great Smoky Mountains National Park,46,Vascular Plant,"Clasping Pepperweed, Clasping Pepperwort, Claspingleaf Pepperweed",
21899,Crotalus viridis viridis,Yosemite National Park,120,Reptile,Prairie Rattlesnake,
21900,Carex brunnescens ssp. brunnescens,Yellowstone National Park,280,Vascular Plant,Brownish Sedge,
21901,Melanerpes carolinus,Great Smoky Mountains National Park,78,Bird,Red-Bellied Woodpecker,
21902,Eupatorium hyssopifolium,Yellowstone National Park,277,Vascular Plant,"Hyssopleaf Thoroughwort, Narrow-Leaved Snakeroot",
21903,Cottus gulosus,Bryce National Park,89,Fish,Riffle Sculpin,
21904,Nerodia erythrogaster flavigaster,Great Smoky Mountains National Park,74,Reptile,"Yellowbelly Water Snake, Yellowbelly Watersnake",
21905,Fissidens osmundioides,Great Smoky Mountains National Park,62,Nonvascular Plant,Osmund Fissidens Moss,
21906,Inula helenium,Bryce National Park,84,Vascular Plant,Elecampane Inula,
21907,Crepis occidentalis,Yellowstone National Park,255,Vascular Plant,"Largeflower Hawksbeard, Large-Flower Hawk's-Beard, Western Hawksbeard",
21908,Senecio canus,Yosemite National Park,161,Vascular Plant,Woolly Groundsel,
21909,Bignonia capreolata,Yellowstone National Park,250,Vascular Plant,"Crossvine, Cross-Vine",
21910,Rhus copallinum var. latifolia,Great Smoky Mountains National Park,79,Vascular Plant,Shining Or Winged Sumac,
21911,Lycopodium dendroideum,Great Smoky Mountains National Park,68,Vascular Plant,Tree Groundpine,
21912,Muhlenbergia asperifolia,Great Smoky Mountains National Park,101,Vascular Plant,"Alkali Muhly, Scratchgrass",
21913,Calochortus leichtlinii,Yellowstone National Park,220,Vascular Plant,"Leichtlin's Mariposa Lily, Smokey Mariposa",
21914,Penstemon radicosus,Yosemite National Park,134,Vascular Plant,Matroot Penstemon,
21915,Mnium hornum,Great Smoky Mountains National Park,70,Nonvascular Plant,Horn Calcareous Moss,
21916,Lepidium sativum,Yellowstone National Park,268,Vascular Plant,"Garden Pepperwort, Gardencress Pepperweed",
21917,Salix caprea,Yellowstone National Park,231,Vascular Plant,Goat Willow,
21918,Oncorhynchus mykiss aguabonita,Bryce National Park,90,Fish,California Golden Trout,
21919,Taenidia integerrima,Yellowstone National Park,226,Vascular Plant,"Yellow Pimpernel, Yellow Pimpernell",
21920,Carex capillaris,Great Smoky Mountains National Park,84,Vascular Plant,"Hair Sedge, Hairlike Sedge, Hair-Like Sedge",
21921,Poa interior,Bryce National Park,79,Vascular Plant,Inland Bluegrass,
21922,Photinia melanocarpa,Bryce National Park,104,Vascular Plant,Black Chokeberry,
21923,Mergus serrator,Yosemite National Park,144,Bird,Red-Breasted Merganser,
21924,Vireo solitarius,Bryce National Park,84,Bird,"Blue-Headed Vireo, Solitary Vireo",
21925,Carex platyphylla,Great Smoky Mountains National Park,64,Vascular Plant,"Broad-Leaved Sedge, Glaucous Broad-Leaved Sedge",
21926,Eriogonum heracleoides var. heracleoides,Bryce National Park,119,Vascular Plant,Parsnipflower Buckwheat,
21927,Cornus alternifolia,Yellowstone National Park,237,Vascular Plant,"Alternate-Leaf Dogwood, Alternate-Leaved Dogwood",
21928,Justicia americana,Bryce National Park,118,Vascular Plant,"Common Water-Willow, Water-Willow",
21929,Arnica mollis,Yosemite National Park,152,Vascular Plant,"Hairy Arnica, Wooly Arnica",
21930,Cygnus cygnus,Bryce National Park,123,Bird,Whooper Swan,
21931,Physalis virginiana,Great Smoky Mountains National Park,82,Vascular Plant,Virginia Ground-Cherry,
21932,Ipomoea quamoclit,Yellowstone National Park,257,Vascular Plant,Cypressvine,
21933,Vermivora lawrencii,Yosemite National Park,170,Bird,Lawrence's Warbler,
21934,Cornus sericea ssp. sericea,Yellowstone National Park,275,Vascular Plant,"Redosier Dogwood, Siberian Dogwood, Tatarian Dogwood",
21935,Salix drummondiana,Bryce National Park,115,Vascular Plant,Drummond's Willow,
21936,Gentiana clausa,Yosemite National Park,127,Vascular Plant,Bottle Gentian,
21937,Callitriche terrestris,Yosemite National Park,120,Vascular Plant,Water Star-Wort,
21938,Juncus scirpoides,Bryce National Park,144,Vascular Plant,"Rush, Scirpus-Like Rush",
21939,Balsamorhiza macrolepis,Yellowstone National Park,247,Vascular Plant,"California Balsamroot, Silvery Balsamroot",
21940,Pityopsis graminifolia var. latifolia,Yosemite National Park,155,Vascular Plant,Narrowleaf Silkgrass,
21941,Branta bernicla,Great Smoky Mountains National Park,80,Bird,Brant,
21942,Hesperostipa comata ssp. comata,Great Smoky Mountains National Park,99,Vascular Plant,"Needle And Thread, Needleandthread",
21943,Commelina virginica,Great Smoky Mountains National Park,82,Vascular Plant,"Virginia Dayflower, Virginia Day-Flower",
21944,Rubus trux,Bryce National Park,125,Vascular Plant,"A Bramble, Truculent Blackberry",
21945,Carex vernacula,Great Smoky Mountains National Park,64,Vascular Plant,"Native Sedge, Spring Sedge",
21946,Bupleurum americanum,Bryce National Park,115,Vascular Plant,American Thorow Wax,
21947,Stephanomeria lactucina,Great Smoky Mountains National Park,63,Vascular Plant,"Creeping Wirelettuce, Lettuce Wirelettuce",
21948,Homalia trichomanoides,Bryce National Park,103,Nonvascular Plant,Homalia Moss,
21949,Physocarpus capitatus,Bryce National Park,112,Vascular Plant,Pacific Ninebark,
21950,Desmognathus imitator,Yosemite National Park,117,Amphibian,Imitator Salamander,
21951,Vaccinium myrtillus var. oreophilum,Yellowstone National Park,278,Vascular Plant,Whortleberry,
21952,Wolffia brasiliensis,Yellowstone National Park,256,Vascular Plant,Brazilian Watermeal,
21953,Vitis rotundifolia,Bryce National Park,110,Vascular Plant,"Muscadine, Muscadine Grape",
21954,Asclepias fascicularis,Great Smoky Mountains National Park,86,Vascular Plant,"Mexican Whorled Milkweed, Narrowleaf Milkweed, Narrow-Leaved Milkweed",
21955,Microsteris gracilis var. humilior,Bryce National Park,107,Vascular Plant,Slender Phlox,
21956,Ionactis alpina,Great Smoky Mountains National Park,76,Vascular Plant,"Crag Aster, Lava Aster",
21957,Chrysosplenium americanum,Great Smoky Mountains National Park,92,Vascular Plant,"American Golden-Saxifrage, Golden Saxifrage",
21958,Dianthus armeria,Great Smoky Mountains National Park,91,Vascular Plant,"Deptford Pink, Deptford-Pink",
21959,Setophaga citrina,Great Smoky Mountains National Park,86,Bird,Hooded Warbler,
21960,Horkelia fusca ssp. parviflora,Great Smoky Mountains National Park,39,Vascular Plant,Smallflower Horkelia,
21961,Botrychium virginianum,Great Smoky Mountains National Park,88,Vascular Plant,Rattlesnake Fern,
21962,Progne subis,Bryce National Park,82,Bird,Purple Martin,Species of Concern
21963,Populus X jackii,Bryce National Park,77,Vascular Plant,Jack's Poplar,
21964,Sphenopholis nitida,Yosemite National Park,122,Vascular Plant,"Shining Sphenopholis, Shiny Wedge Grass",
21965,Glechoma hederacea,Great Smoky Mountains National Park,58,Vascular Plant,"Gill-Over-The-Ground, Ground Ivy",
21966,Phacelia ramosissima var. subglabra,Bryce National Park,91,Vascular Plant,Branching Phacelia,
21967,Pohlia annotina,Yellowstone National Park,237,Nonvascular Plant,Pohlia Moss,
21968,Solidago gigantea,Great Smoky Mountains National Park,81,Vascular Plant,"A Goldenrod, Tall Goldenrod",
21969,Anthemis cotula,Yellowstone National Park,257,Vascular Plant,"Mayweed, Stinking Chamomile",
21970,Symphyotrichum foliaceum var. apricum,Bryce National Park,108,Vascular Plant,Alpine Leafybract Aster,
21971,Clarkia williamsonii,Bryce National Park,92,Vascular Plant,Fort Miller Clarkia,
21972,Melica aristata,Bryce National Park,106,Vascular Plant,"Bearded Melicgrass, Bearded Oniongrass",
21973,Gentiana villosa,Yellowstone National Park,273,Vascular Plant,"Hairy Gentian, Striped Gentian",
21974,Monardella odoratissima ssp. pallida,Yosemite National Park,147,Vascular Plant,"Alpine Mountainbalm, Mountain Monardella",
21975,Lycopodium dendroideum,Bryce National Park,86,Vascular Plant,Tree Groundpine,
21976,Primula suffrutescens,Bryce National Park,112,Vascular Plant,Sierra Primrose,
21977,Taraxacum officinale,Bryce National Park,64,Vascular Plant,"Brown-Seed Dandelion, Common Dandelion",
21978,Podistera nevadensis,Great Smoky Mountains National Park,83,Vascular Plant,Nevada Podistera,
21979,Polygonum scandens var. cristatum,Yosemite National Park,157,Vascular Plant,Climbing False Buckwheat,
21980,Oreothlypis virginiae,Great Smoky Mountains National Park,74,Bird,Virginia's Warbler,
21981,Polystichum kruckebergii,Great Smoky Mountains National Park,106,Vascular Plant,Kruckeberg's Hollyfern,
21982,Parthenium integrifolium,Yellowstone National Park,252,Vascular Plant,"American Fever-Few, Wild Quinine",Species of Concern
21983,Clematis hirsutissima var. hirsutissima,Yellowstone National Park,280,Vascular Plant,Hairy Clematis,
21984,Ribes glandulosum,Yellowstone National Park,287,Vascular Plant,Skunk Currant,
21985,Schoenoplectus subterminalis,Yellowstone National Park,209,Vascular Plant,Swaying Bulrush,
21986,Geum rivale,Yosemite National Park,137,Vascular Plant,"Purple Avens, Water Avens",
21987,Saxifraga oregana,Great Smoky Mountains National Park,67,Vascular Plant,"Box Saxifrage, Oregon Saxifrage",
21988,Sorex longirostris,Great Smoky Mountains National Park,42,Mammal,Southeastern Shrew,
21989,Dendroica palmarum,Bryce National Park,87,Bird,Palm Warbler,
21990,Eriophyllum lanatum var. grandiflorum,Bryce National Park,86,Vascular Plant,Common Woolly Sunflower,
21991,Haemorhous mexicanus,Bryce National Park,116,Bird,House Finch,
21992,Larus philadelphia,Yellowstone National Park,285,Bird,Bonaparte's Gull,
21993,Salix exigua,Great Smoky Mountains National Park,62,Vascular Plant,"Coyote Willow, Desert Willow, Narrowleaf Willow, Sandbar Willow",
21994,Artemisiospiza belli,Great Smoky Mountains National Park,101,Bird,Sage Sparrow,
21995,Houstonia longifolia var. tenuifolia,Yosemite National Park,180,Vascular Plant,Narrow-Leaved Bluets,
21996,Cratoneuron filicinum,Yellowstone National Park,265,Nonvascular Plant,Cratoneuron Moss,
21997,Verbena stricta,Yosemite National Park,139,Vascular Plant,"Hoary Verbena, Hoary Vervain, Tall Vervain, Woolly Verbena",
21998,Orobanche californica ssp. grayana,Yosemite National Park,153,Vascular Plant,Gray's Broomrape,
21999,Linaria vulgaris,Yellowstone National Park,223,Vascular Plant,Butter-And-Eggs,
22000,Orobanche fasciculata,Great Smoky Mountains National Park,79,Vascular Plant,"Clustered Broomrape, Clustered Broom-Rape, Purple Broomrape, Tufted Broomrape",
22001,Pyrularia pubera,Bryce National Park,132,Vascular Plant,"Buffalo-Nut, Buffalo-Nut, Oil-Nut",
22002,Notropis leuciodus,Yosemite National Park,112,Fish,Tennessee Shiner,
22003,Festuca rubra,Yosemite National Park,132,Vascular Plant,Red Fescue,
22004,Clintonia borealis,Great Smoky Mountains National Park,68,Vascular Plant,"Bluebead Lily, Clinton Lily",
22005,Hieracium gracile,Great Smoky Mountains National Park,45,Vascular Plant,Slender Hawkweed,
22006,Trifolium breweri,Great Smoky Mountains National Park,68,Vascular Plant,Forest Clover,
22007,Atriplex subspicata,Bryce National Park,107,Vascular Plant,"Halberdleaf Orach, Orach Saltbush, Saline Saltbush, Spearscale, Spreading Orach",
22008,Chaetura pelagica,Yellowstone National Park,256,Bird,Chimney Swift,
22009,Ovis aries,Yellowstone National Park,221,Mammal,"Domestic Sheep, Mouflon, Red Sheep, Sheep (Feral)",
22010,Heterotheca sessiliflora ssp. echioides,Yellowstone National Park,257,Vascular Plant,Sessileflower False Goldenaster,
22011,Ptilagrostis kingii,Yellowstone National Park,238,Vascular Plant,Sierra False Needlegrass,
22012,Sagina saginoides,Yosemite National Park,97,Vascular Plant,"Alpine Pearlwort, Arctic Pearlwort",
22013,Dactylis glomerata,Yosemite National Park,154,Vascular Plant,Orchard Grass,
22014,Lupinus albicaulis,Bryce National Park,109,Vascular Plant,Sicklekeel Lupine,
22015,Bryum argenteum,Great Smoky Mountains National Park,86,Nonvascular Plant,Silvergreen Bryum Moss,
22016,Salix wolfii var. idahoensis,Bryce National Park,88,Vascular Plant,Wolf's Willow,
22017,Helianthemum bicknellii,Yosemite National Park,167,Vascular Plant,"Bicknell's Frostweed, Plains Frostweed",
22018,Anacamptodon splachnoides,Yellowstone National Park,259,Nonvascular Plant,Anacamptodon Moss,
22019,Blasia pusilla,Yosemite National Park,145,Nonvascular Plant,Blasia,
22020,Townsendia spathulata,Yellowstone National Park,223,Vascular Plant,Sword Townsend Daisy,
22021,Pohlia elongata,Great Smoky Mountains National Park,61,Nonvascular Plant,Elongate Pohlia Moss,
22022,Bucephala albeola,Yellowstone National Park,244,Bird,Bufflehead,
22023,Poa bulbosa,Yellowstone National Park,233,Vascular Plant,"Bulbous Blue Grass, Bulbous Bluegrass",
22024,Sphenopholis obtusata,Bryce National Park,119,Vascular Plant,"Blunt Sphenopholis, Prairie Wedgegrass",
22025,Vulpia microstachys var. confusa,Yosemite National Park,165,Vascular Plant,Confusing Fescue,
22026,Martes americana,Bryce National Park,94,Mammal,Pine Marten,
22027,Myotis keenii,Yosemite National Park,144,Mammal,Keen's Myotis,Species of Concern
22028,Zigadenus venenosus var. gramineus,Yellowstone National Park,184,Vascular Plant,"Deathcamas, Grassy Deathcamas",
22029,Mertensia ciliata,Bryce National Park,117,Vascular Plant,"Mountain Bluebells, Shortstyle Bluebells, Tall Fringe Bluebells, Tall Fringed Bluebells",
22030,Cryptantha muricata,Great Smoky Mountains National Park,74,Vascular Plant,"Pointed Catseye, Pointed Cryptantha, Prickly Cryptantha",
22031,Gamochaeta purpurea,Great Smoky Mountains National Park,96,Vascular Plant,Purple Cudweed,
22032,Hackelia virginiana,Bryce National Park,107,Vascular Plant,"Beggar's Lice, Virginia Stickseed",
22033,Poa cusickii ssp. cusickii,Bryce National Park,99,Vascular Plant,Cusick's Bluegrass,
22034,Eupatorium serotinum,Yosemite National Park,118,Vascular Plant,"Acuminate-Leaved Snake-Root, Late-Flowering Thorough-Wort",
22035,Silene latifolia ssp. alba,Bryce National Park,75,Vascular Plant,Bladder Campion,
22036,Rissa tridactyla,Yosemite National Park,133,Bird,Black-Legged Kittiwake,
22037,Pinus contorta var. latifolia,Yellowstone National Park,273,Vascular Plant,"Lodgepole Pine, Rocky Mountain Lodgepole Pine, Tall Lodgepole Pine",
22038,Rumex salicifolius var. denticulatus,Yellowstone National Park,240,Vascular Plant,"California Dock, Toothed Willow Dock",
22039,Euonymus atropurpurea,Bryce National Park,104,Vascular Plant,"Eastern Wahoo, Wahoo",
22040,Eriophorum viridicarinatum,Yosemite National Park,146,Vascular Plant,"Tassel Cotton-Grass, Thinleaf Cottonsedge",
22041,Hygrohypnum micans,Bryce National Park,94,Nonvascular Plant,Hygrohypnum Moss,
22042,Hydrangea paniculata,Bryce National Park,131,Vascular Plant,"Hydrangea, Panicle Hydrangea",
22043,Aythya collaris,Bryce National Park,125,Bird,Ring-Necked Duck,
22044,Symplocos tinctoria,Yosemite National Park,149,Vascular Plant,"Horse-Sugar, Sweetleaf",
22045,Aesculus glabra,Yellowstone National Park,247,Vascular Plant,Ohio Buckeye,
22046,Dracocephalum thymiflorum,Yosemite National Park,110,Vascular Plant,"Thymeleaf Dragonhead, Thyme-Leaf Dragonhead",
22047,Robinia hispida var. rosea,Yosemite National Park,178,Vascular Plant,Boynton's Locust,
22048,Datura wrightii,Yellowstone National Park,249,Vascular Plant,"Sacred Datura, Sacred Thornapple, Sacred Thorn-Apple",
22049,Thelypteris palustris var. pubescens,Great Smoky Mountains National Park,104,Vascular Plant,Eastern Marsh Fern,
22050,Oxytropis deflexa var. foliolosa,Bryce National Park,133,Vascular Plant,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed",
22051,Allium geyeri var. tenerum,Great Smoky Mountains National Park,84,Vascular Plant,Bulbil Onion,
